Time,speed,steering_angle,wheel_speed_front_left,wheel_speed_front_right,wheel_speed_rear_left,wheel_speed_rear_right,radar_forward_distance,radar_left_distance,radar_relative_speed,radar_address,radar_new_track,raw_can_src,raw_can_address,accelerometer_forward,accelerometer_right,accelerometer_down,gory_forward,gory_right,gory_down,gyro_bias_forward,gyro_bias_right,gyro_bias_down,gyro_uncalibrated_forward,gyro_uncalibrated_right,gyro_uncalibrated_down,live_gnss_qcom_latitude,live_gnss_qcom_longitude,live_gnss_qcom_speed,live_gnss_qcom_utc_timestamp,live_gnss_qcom_altitude,live_gnss_qcom_bearing,live_gnss_ublox_latitude,live_gnss_ublox_longitude,live_gnss_ublox_speed,live_gnss_ublox_utc_timestamp,live_gnss_ublox_altitude,live_gnss_ublox_bearing,raw_gnss_qcom_prn,raw_gnss_qcom_week_of_gps_time_of_reception,raw_gnss_qcom_time_pf_week_of_gps_time_of_reception,raw_gnss_qcom_pseudorange,raw_gnss_qcom_pseudorange_std,raw_gnss_qcom_pseudorange_rate,raw_gnss_qcom_pseudorange_rate_std,raw_gnss_ublox_prn,raw_gnss_ublox_week_of_gps_time_of_reception,raw_gnss_ublox_time_pf_week_of_gps_time_of_reception,raw_gnss_ublox_pseudorange,raw_gnss_ublox_pseudorange_std,raw_gnss_ublox_pseudorange_rate,raw_gnss_ublox_pseudorange_rate_std,route_id,VIN,accident_category
10,41.324062311094465,-20.151018967969723,31.540029610568865,30.083998886073605,31.70534522741625,84.17267295778854,152.49617156089766,12.338693992955804,12.399900588104636,745,0,-8.943105294070921,39,5.70929998947738,2.9287592735006545,0.6357093619051142,-9.072776936477073,8.726635906745859,-3.188108197711374,-0.05270817204707515,0.06384293091154139,0.08014770230766705,0.02919584378427237,-0.0035594991953565858,-0.09801180413124222,32.04365120882389,-38.73406891942352,8.892630646212025,368334271993.6976,685.0861095463476,311.5243004119919,-56.41648899381019,-73.4246701087012,33.52854014207187,58791275495.149216,974.1529637115818,259.69656656855545,46,1696,1210,159.96345534046117,0.5762861101268446,0.17165129757439113,0.23246265103023522,17,0,525,137.04886584728564,3.908305828406747,9.024870208100563,4.145716375349245,54,VIN_0,0
11,92.48883655501909,-39.568922901194725,51.76932116208567,80.36968757341533,86.56162891127515,73.60135551378512,143.94002136181425,-41.30499184283863,-17.086766012222483,785,0,-4.410076330383146,431,-3.3407850176229914,9.566198256541107,6.623558912670596,-3.5487036341050366,-3.4852563018309706,-2.641974520577886,-0.0063567714400140085,0.07058386675545303,-0.09207295629010948,0.06032299594160406,0.06438467749870244,-0.04407983718720698,53.00836016863292,128.40102437081242,27.034170613212037,51084808289.58449,874.134297612835,328.54005325918075,-4.954621127032155,-10.707570475501427,49.92977280604325,413763701279.5138,645.8477604153572,7.852617711499592,20,1567,508,94.45800181852239,3.717710332516045,0.37282687928217983,4.901735067860352,28,1318,1677,168.23869968772988,7.662773033394123,7.479258881678073,5.678327523568659,22,VIN_0,0
12,22.294636465955065,-29.74268302903826,91.03319158020187,99.41826249248781,8.809804281104617,30.90891533136929,78.02361607983914,6.7608101367539035,-16.857772742712655,439,1,7.389809483090886,158,-1.1218218541824587,-4.66607553614816,7.802000113342814,-4.571599510605924,7.9581255747199044,-7.7647874425399905,-0.09409925659189902,0.02261829117741443,0.06571300803986427,0.05386541440711834,0.08543575740486364,-0.0734774856675517,-82.3300058390779,-71.24715620790059,16.740105221144212,217218227328.4486,774.6073073719673,198.02837889893286,-50.4146035799772,-143.18126796196822,38.01891430787041,820581261888.9015,509.4541288489439,309.270948362356,35,899,634,31.475676470130786,4.581070507883314,4.340944546206682,4.609422726095098,26,24,400,38.311947040888384,1.5008975411889813,2.3131706093637963,5.059743816572198,57,VIN_0,0
13,3.4322905188989727,23.65082064981283,0.15788400374168177,69.82342984109026,98.61748754115143,33.55779651708605,81.73341238318999,-32.79467682673673,11.89493165175022,19,1,-2.1657300953562224,70,-9.75338987145447,-5.68771400657268,-8.765855567867213,-8.533836756225142,4.67038287887603,-4.885415976927172,-0.08111699162028894,0.06793920192313993,-0.014246367720087763,-0.0788722973021498,0.032533112876505316,-0.004071807190178328,-33.74222044724542,99.88333143590694,27.85013463806523,765223757649.5962,312.5703306129893,119.57717472896489,3.969448808889979,-110.5569999238712,27.76065676713877,758805865591.5812,808.7933139786214,52.02410213620091,5,1174,27,45.549124382349525,9.83384823129702,0.12585072220591798,5.5704135785433,9,1855,177,17.820012254308715,4.546661109706632,9.371948964941662,5.640380751683269,54,VIN_0,0
14,72.67543144516206,19.258652235109764,65.85662094093647,94.59436298625829,63.143801664875475,88.46969669207027,148.25060544024717,-36.709258389652604,-16.5431882796172,615,0,4.4072244932250175,680,4.779267150332757,-8.040936854777229,-1.2838002623780511,4.792226294356876,-2.7367544655747933,5.735752511657552,-0.04168758159634054,-0.004457958928816147,-0.07965770108889561,-0.022240532055501028,0.07347462708938537,0.08497867649813315,-72.66781387069584,-63.17317299356222,25.101911286637723,897616351974.8436,532.7649785198131,282.2782824244276,50.12270855312113,92.90205020085097,12.656111125760766,352537863237.34186,60.24723857727421,84.93559306431268,44,1132,560,29.789103960379705,3.4188115164808353,6.850994665279385,3.458462025300826,10,1320,1295,71.44632648473194,7.7054387814118,6.283584989256505,5.844051906274053,14,VIN_0,0
15,8.57540839003753,-21.185225694880224,59.560867428086496,21.369123705188088,99.27408497656917,97.88493574215894,84.48684592039596,-38.62959566142653,-15.69080794041678,913,1,4.746979118369186,874,1.0021869220011794,-3.73826283088402,-9.320292490224949,-2.840440584570965,3.9311701379330763,5.220626208547364,0.015058814445774588,0.07095501741653917,0.014074051413091773,0.025947773901978693,-0.08640764576155038,-0.007335566144576269,-56.665039226796175,16.18891559243133,31.716892093185727,328504514118.1705,59.02965668119642,81.15926710388665,-66.32146983472798,178.91054971909927,47.643454593989105,151396345442.56302,601.7775759031189,189.539627299692,34,21,687,166.9245274381565,8.95443072239202,5.300469049333255,9.158449813586717,16,1688,1238,118.85606425971116,9.129210154345822,5.956812509810372,6.812922470810729,92,VIN_0,0
16,5.442079509369446,42.74891519710886,35.29415714479002,97.5957503074465,12.220246859134598,9.16327668362733,198.43820877013414,45.370018535365574,-26.490462980954128,631,1,8.855670176110017,488,-3.513657185829169,1.7943505548665168,-1.832386918777523,2.6330644859077665,2.300265050743768,4.768004419070337,0.054472289828069814,0.05592347624371316,0.0831533744871101,0.06757777244254376,0.030106391487233708,0.07585994473526061,8.667597697492539,60.77080071995147,2.1580964912756406,33421573653.333782,299.4588055382338,97.47524961553013,-13.804617697543875,-127.6361465134375,20.69856790099619,755052551494.283,180.81642355832716,266.2736750412879,18,61,51,69.95986923457494,6.213414409901103,6.111952831401898,3.2322491728864833,21,1263,1337,149.16824607611295,7.513325094482645,4.38056329167542,1.9890065367380383,98,VIN_0,0
17,22.03272884910408,24.38897596754275,49.45275829254422,54.88363299756004,26.206441670631296,86.80551490345528,143.65067855187635,-35.44287503396322,-29.145641385247785,168,1,0.24885016287220907,694,-4.076048268655093,3.9503899430336062,-5.158925786379167,-9.038662513627324,-1.0337302364146232,4.80454732672599,-0.002313781656594724,0.047302051154470004,0.03547169260387523,0.059980300454172186,0.08009228148374012,0.05774410902022292,50.704963629609296,17.67468319021708,18.61407503899103,174582253907.03055,56.85934129198811,48.30392104046519,-39.50876493393043,2.599433908030221,44.144356294510615,721222274264.2087,688.4275497382021,149.5473366277644,31,329,447,93.20109417381974,9.968064871110684,9.589095925860398,5.121256574553725,24,15,1840,106.66934725694233,6.0045231151583,3.419985664477813,7.910311279036716,15,VIN_0,0
18,47.40059539945146,32.71514349683588,77.32619678604597,36.31263444072037,89.11577853487665,26.317884657110557,16.653172486712254,-21.35212270970258,9.309049240336591,812,1,-5.826516364490009,272,0.5725173397401022,8.173704932181927,-0.33987957709071104,7.024627914032131,-9.68754164065732,2.4923808596168318,-0.004384602699792309,0.0036267309198839415,-0.04321545729848902,-0.021349421190710857,0.03566087901083903,0.04289662771631533,-16.71769244066651,-46.48640698397011,25.941100650717157,342566370330.06824,39.450465708460555,182.47252721849264,41.62438562239117,78.55522180854194,49.26559577165454,257278739875.07346,568.6785149989527,215.76221504885092,25,742,618,151.70854053312394,7.9706520934517044,3.538095053639215,0.8134145224981892,6,215,514,161.26542590121815,4.4556295174925005,5.475187304188804,9.475780233517256,27,VIN_0,0
19,88.5123101892518,-29.298462958517874,60.63852083567682,1.1045274017100426,3.870132409242366,46.851761795290855,116.85563908292995,12.300042314892202,-28.385870662397622,947,0,-7.694806995402774,292,4.200400314268242,9.549310550684883,7.789513061380632,2.146213296066435,6.5657542350456595,1.2792829080183115,-0.08868965311812634,-0.0339457155900673,-0.06267604264534568,-0.09764785329227332,0.031034816039224034,0.01880319489198176,-33.63541045288335,-24.55195844841583,37.219667810392096,400546045479.82983,77.55285992065242,190.08491648375863,74.8440993075123,79.61494212781133,49.0985539396063,421088238788.8385,823.885664134356,95.9117797828367,49,1267,1248,159.1483948598983,0.16913198810311947,1.3674499842322885,6.955059435288138,29,787,1543,108.18851616405018,6.44451841863248,5.422604733909698,2.3194060191556987,1,VIN_0,0
20,74.50457828039701,17.45395924323506,96.15281183086695,68.38399381175425,10.75993113978594,15.837498807170014,55.517725363305125,-39.614017840642944,-4.772107250412066,947,0,9.969617301370505,699,8.640220434091237,2.7977460907945826,-0.4852681253662219,9.6561351129699,2.607783966917914,5.977869296745391,-0.0711181287355063,-0.05630631380463172,-0.09245114970480546,-0.04140148211639492,-0.054812784422875564,0.039315943390276165,83.17242682079001,54.699464119758574,43.52578345892737,754093370530.939,708.7716890315876,138.63620039643877,-56.50695110995899,-2.9114730027233975,49.661552459563765,775079952657.0015,683.9320668762705,177.03777253895345,27,1391,196,64.54285450446335,9.740671179232056,9.572107962339132,5.856699730894999,42,916,1948,93.27957270128053,2.4228119503797196,5.773385583550786,0.9106341230390225,69,VIN_0,0
21,44.39935489681087,32.21994550350138,27.433647399321593,66.35909805663212,44.92360609512394,73.17663849721305,34.00381737842872,19.500158673681156,-29.94370880519565,340,1,-1.7280549328825217,443,6.672834824429053,6.795697868538678,3.599987122869763,-8.244036845670063,-6.6662768292700525,-3.602430256951541,0.0993407156961078,-0.04950217117686306,0.09239899058149448,-0.06654453383921771,-0.08851988426907276,0.06470183858196091,83.53318622095031,-23.7985927030752,33.091123528244424,127251011286.29553,983.6505829811387,128.25321438319276,-40.90779467424993,15.409595500659094,16.826107294197314,974300811485.6316,896.5268186519122,207.73959011471143,39,928,1073,135.76237319662835,9.408799498306436,3.951264398383488,2.903146342169609,20,1870,1784,19.27789460785123,8.824135397532052,6.968044852066657,0.13357380397759688,62,VIN_0,0
22,63.636140226784896,11.458622964889216,75.94206096434493,83.09903504420227,24.860036272806198,88.14909923860867,96.47922564321156,27.685082480494486,22.277943180192693,960,0,4.744161470254296,244,1.560471999816393,-9.641999255072097,4.457372082839157,-0.8744343270422377,-6.18670500701521,-8.406523931292494,0.024704237883274763,0.09319390097139374,-0.09546038545432625,0.01223941378195903,-0.09136502575856596,-0.09209221781137922,52.9549724570123,121.34949687815168,26.476661349048154,489035862007.10645,616.6287794389829,325.38538699390176,-3.417613620979097,113.25858995247182,7.894352564827867,524939354802.1846,395.2296787132894,136.29604418376218,33,664,1742,146.76162997207834,8.124580336248513,9.523745491053948,5.913629686324274,17,1590,1722,80.27644025859568,1.7429345642913407,9.94997471155963,3.0418097542259215,98,VIN_0,0
23,52.61377905158851,-2.3191909375253914,0.5875196990069664,70.11847940319105,73.24413256420664,35.02159220183088,156.31441827160668,6.42242375353316,13.68871676361374,472,1,9.495246697521647,905,-1.660545482102762,5.478461426336006,-2.446862707168867,-4.28823417853031,6.128049056863233,8.419960347024976,0.025727094199098494,0.01071230504649956,-0.06463834908163142,-0.035564762148943135,0.06776473022470816,-0.039008418029061964,82.19630512029059,-55.629447857193455,43.11099402664245,953918294858.9896,244.03860119004773,9.544830218172784,-88.89680039716782,-2.3849544712912234,26.84989772915846,318677362765.42163,844.7097955753059,52.59289446222239,49,150,90,155.39997235317045,8.719913536932648,1.3490116853828926,7.244725953843293,24,966,1184,126.57023623594948,9.577172549955815,2.266716625123225,1.8098436769310322,53,VIN_0,0
24,57.451958846572424,33.40478418514823,47.90676941692369,22.679164925384697,96.76007941909049,43.79569425838257,24.990130196341553,45.52652009047357,-12.12783303371468,10,0,6.514528054850359,481,-2.034674947339412,4.822978493494697,3.3346127035144377,-0.6305707627931731,-2.4510347310866765,-6.532030020585669,0.07298210484094445,0.002589355184649131,0.0006319602822373593,-0.02616329617325619,0.055414066590171146,0.06583254438324834,59.36447988456467,-42.11011397134786,35.31908564151422,476816445286.36725,864.6721080062024,123.32568958775568,-6.934949933002997,70.2311352039062,39.6657171585915,335910349301.1888,392.7998108805776,252.26018820063146,23,1932,279,65.58210817449914,1.7374510290074308,2.5572776039857317,6.8462649584932675,31,1454,1060,102.84421822421112,9.249048296794737,7.600241869953152,8.42557290639096,93,VIN_0,0
25,24.519047760307412,5.859745819644608,71.92986184985347,74.02457767582608,40.85750284599713,53.465030480561616,184.44385268953846,37.478791124646946,24.40696096112901,461,1,-4.831792764303184,914,-1.719333214318235,-5.415408701436801,4.566054185458404,-3.0058085085278163,6.622086185262972,-6.841893763128011,-0.02510513323370933,-0.026063575474419884,0.07488567661583395,-0.02419657437243128,-0.08688083974404862,0.02615556946664993,38.01358234711739,122.66351925462641,26.374021144428834,41224724290.62018,902.017190675066,45.37671600256526,36.20380088093148,-166.3322663505086,0.4916956202630052,164655772153.57114,42.2755156934469,191.3203240360114,10,1837,640,146.26527599010467,5.500223325252032,8.973096172188937,8.868779804833363,42,1104,981,141.49429558496743,5.813840777243926,2.8818887177615924,6.681805947251995,59,VIN_0,0
26,73.33786548584995,-11.603107529463117,69.06614268913371,47.78780605890533,55.795661819188894,74.36357635056658,136.50349043395445,-41.31315848246252,-26.870060219093478,523,0,-4.402184653573897,401,-4.937458016808323,3.364701424404327,8.859104588427758,1.1937964159160366,9.401192543959475,-5.416345417386863,0.09834402715671306,0.028733970524534802,0.0403147951749408,-0.0954338733875453,-0.04170406162699412,0.09720646729608559,58.83008937757765,156.49238251576242,36.98560953029424,237682286126.29874,969.2656314005535,208.1081858264372,73.86246389211271,-121.9990473725245,32.4479484495963,286809131168.06116,475.98635150869353,218.6367610740865,1,948,834,99.52184964580428,0.5436207625895262,8.322691825720902,8.446718477354676,5,867,382,163.77109253483653,9.363575310100865,5.071904628603685,7.021591400603669,6,VIN_0,0
27,16.08115931083288,-36.82397747580337,69.04712310531154,89.76898728685865,0.6318854197654322,63.992442500264154,54.02540251887247,33.742481803433705,21.75105695862699,300,0,6.2737273842068255,486,7.379466137260117,5.06358031508454,-8.85698570608949,1.940686923593871,8.702694733003984,5.258489873788406,-0.018325323132892105,0.08065238386653181,0.027343285189408956,-0.03013040391131408,-0.05077176291420182,-0.020570878945515153,-72.53219520804355,-85.26447324238939,20.80437068953067,912407104781.3672,540.3184450033887,96.0419824831335,-5.268249429205724,-2.271349257842246,5.342025505701437,218638975274.6184,192.69638952318758,133.82869841489662,25,533,805,81.5722253608286,1.972578755286405,4.577281636774353,9.640825595609714,22,1797,1464,5.24478550065981,7.906135743677005,7.24545589518274,0.1942043172128316,51,VIN_0,0
28,89.18570381889218,12.537077235397255,38.40025115044848,2.678409337548404,55.38022792470391,36.9092235855336,140.34233996553826,5.164660923181252,4.515117121344403,14,0,-3.4783767604555615,142,2.2336941707202946,9.47623922896058,3.8159963733923874,2.8073692938945136,7.289219640953519,-0.11167951801427556,0.08366566789570787,-0.06689033960120934,-0.03151222405319276,-0.024392074638849154,0.0027077773184683435,-0.039658694724033806,13.003640192430566,106.01055139513699,43.679948612717645,47536981784.43502,417.89138746623087,265.50327473144375,-55.84735778881553,26.766009300622045,22.78252934331836,268914567678.27194,397.021170534464,275.76843701361844,45,1928,59,110.711887473241,5.133532721583336,6.357780354192708,4.3418935332233,13,608,1057,111.2184879126434,0.6825148077251919,7.597669489891425,2.6173578900384586,54,VIN_0,0
29,28.1257685839563,28.53236408267844,45.95080537313502,73.60023409368983,98.32095553083015,71.11731401124058,74.73940536553076,-2.653538787345731,28.990152058423703,876,1,-0.3216897084063053,504,-8.696977863252718,-6.1387160882766745,8.475648814599822,-7.9335673825308595,-5.923624900490562,2.4878138367326628,-0.012522466222901166,-0.0007610783827063788,0.07545370637212842,0.03807989390655678,-0.05721458108661997,-0.08130036440716862,24.364767156122866,18.053204717536232,30.189434029833922,17733260650.774563,776.400548845788,355.1149503174,65.20177980422193,20.527058556242167,42.24938509792423,405834280222.85657,928.5982693378382,226.74436455053308,9,456,1522,141.09191731826834,0.5409591679505443,5.446908697642766,0.0038769183704323584,48,340,1356,183.10546708187164,4.687975951154685,6.751198365118027,2.715458455771075,31,VIN_0,0
30,30.959034187521063,-43.09126963780867,28.918906049020844,43.60381737435867,25.657352370587226,7.777886063239404,184.29969302513896,41.800303579649395,-11.170685578457501,820,1,-7.448943568629982,116,0.22716246903235593,1.9345352163003113,-8.62053294112874,1.77087260010763,-8.05519423725103,8.273935663146162,-0.055505797471674015,0.0076942554393139295,-0.05098583489157241,-0.0023744852718238507,-0.04792462655540084,0.05241807545722374,-46.548786859909896,-94.59929319229407,22.483503184532687,472748552636.7811,776.2163350833624,355.3999950649753,38.11782326510695,-141.75227905644016,11.28677433711658,523568975843.2542,486.3222529969993,228.71555407339625,24,1610,1750,111.72965165084736,8.4083667749364,9.659331672277277,0.09145307518300783,12,447,522,57.432340401065396,0.29293267678435986,8.732277943524831,6.743193371152859,86,VIN_0,0
31,93.24784416403791,22.816428206775626,27.540612127123755,2.613915275057277,52.67453738238199,70.61075733181794,147.9531536351596,-26.47400184805394,10.625361412802818,570,1,1.4393858116755318,335,4.24647301435529,-8.378693770029846,0.6964689846009424,3.04421316050278,5.575480494595581,-1.8772627367076762,-0.027104719043742995,-0.07965015763335292,-0.03658456456033747,0.03771269334993593,-0.026021394788077454,0.021432480485064367,67.41279413529062,25.990634059400833,48.75257688098359,157220700281.9532,699.7658012078721,12.758808963978773,-32.37568134548911,-24.870273206888896,10.949045983127759,715778806934.0217,543.142492262369,148.0481995304513,38,1628,1499,172.2883828362527,2.400867686096513,6.404108236778173,4.397213522856266,15,334,1124,44.28178111742675,9.41332749218025,0.8359520955819266,4.156353152965636,55,VIN_0,0
