Time,speed,steering_angle,wheel_speed_front_left,wheel_speed_front_right,wheel_speed_rear_left,wheel_speed_rear_right,radar_forward_distance,radar_left_distance,radar_relative_speed,radar_address,radar_new_track,raw_can_src,raw_can_address,accelerometer_forward,accelerometer_right,accelerometer_down,gory_forward,gory_right,gory_down,gyro_bias_forward,gyro_bias_right,gyro_bias_down,gyro_uncalibrated_forward,gyro_uncalibrated_right,gyro_uncalibrated_down,live_gnss_qcom_latitude,live_gnss_qcom_longitude,live_gnss_qcom_speed,live_gnss_qcom_utc_timestamp,live_gnss_qcom_altitude,live_gnss_qcom_bearing,live_gnss_ublox_latitude,live_gnss_ublox_longitude,live_gnss_ublox_speed,live_gnss_ublox_utc_timestamp,live_gnss_ublox_altitude,live_gnss_ublox_bearing,raw_gnss_qcom_prn,raw_gnss_qcom_week_of_gps_time_of_reception,raw_gnss_qcom_time_pf_week_of_gps_time_of_reception,raw_gnss_qcom_pseudorange,raw_gnss_qcom_pseudorange_std,raw_gnss_qcom_pseudorange_rate,raw_gnss_qcom_pseudorange_rate_std,raw_gnss_ublox_prn,raw_gnss_ublox_week_of_gps_time_of_reception,raw_gnss_ublox_time_pf_week_of_gps_time_of_reception,raw_gnss_ublox_pseudorange,raw_gnss_ublox_pseudorange_std,raw_gnss_ublox_pseudorange_rate,raw_gnss_ublox_pseudorange_rate_std,route_id,VIN,accident_category,manufacturer,model
10,41.32406231109447,-20.151018967969723,31.540029610568865,30.083998886073605,31.70534522741625,84.17267295778854,152.49617156089766,12.338693992955804,12.399900588104636,745,0,-8.943105294070921,39,5.70929998947738,2.9287592735006545,0.6357093619051142,-9.072776936477071,8.726635906745859,-3.188108197711374,-0.0527081720470751,0.0638429309115413,0.080147702307667,0.0291958437842723,-0.0035594991953565,-0.0980118041312422,32.04365120882389,-38.73406891942352,8.892630646212025,368334271993.6976,685.0861095463476,311.5243004119919,-56.41648899381019,-73.4246701087012,33.52854014207187,58791275495.149216,974.1529637115818,259.69656656855545,46,1696,1210,159.96345534046117,0.5762861101268446,0.1716512975743911,0.2324626510302352,17,0,525,137.04886584728564,3.908305828406747,9.024870208100564,4.145716375349245,54,VIN_0,0,Tesla,Model S
11,92.48883655501908,-39.568922901194725,51.76932116208567,80.36968757341533,86.56162891127515,73.60135551378512,143.94002136181425,-41.30499184283863,-17.086766012222483,785,0,-4.410076330383146,431,-3.3407850176229914,9.566198256541108,6.623558912670596,-3.5487036341050366,-3.4852563018309706,-2.641974520577886,-0.006356771440014,0.070583866755453,-0.0920729562901094,0.060322995941604,0.0643846774987024,-0.0440798371872069,53.00836016863292,128.40102437081242,27.03417061321204,51084808289.58449,874.134297612835,328.54005325918075,-4.954621127032155,-10.707570475501427,49.92977280604325,413763701279.5138,645.8477604153572,7.852617711499592,20,1567,508,94.4580018185224,3.717710332516045,0.3728268792821798,4.901735067860352,28,1318,1677,168.23869968772988,7.662773033394123,7.479258881678073,5.678327523568659,22,VIN_0,0,Tesla,Model S
12,22.294636465955065,-29.74268302903826,91.03319158020189,99.4182624924878,8.809804281104617,30.90891533136929,78.02361607983914,6.760810136753904,-16.857772742712655,439,1,7.389809483090886,158,-1.1218218541824587,-4.66607553614816,7.802000113342814,-4.571599510605924,7.958125574719904,-7.7647874425399905,-0.094099256591899,0.0226182911774144,0.0657130080398642,0.0538654144071183,0.0854357574048636,-0.0734774856675517,-82.3300058390779,-71.24715620790059,16.740105221144212,217218227328.4486,774.6073073719673,198.02837889893289,-50.4146035799772,-143.18126796196822,38.01891430787041,820581261888.9015,509.4541288489439,309.270948362356,35,899,634,31.475676470130782,4.581070507883314,4.340944546206682,4.609422726095098,26,24,400,38.311947040888384,1.500897541188981,2.3131706093637963,5.059743816572198,57,VIN_0,0,Tesla,Model S
13,3.4322905188989727,23.65082064981283,0.1578840037416817,69.82342984109026,98.61748754115143,33.55779651708605,81.73341238318999,-32.79467682673673,11.89493165175022,19,1,-2.1657300953562224,70,-9.75338987145447,-5.68771400657268,-8.765855567867213,-8.533836756225142,4.67038287887603,-4.885415976927172,-0.0811169916202889,0.0679392019231399,-0.0142463677200877,-0.0788722973021498,0.0325331128765053,-0.0040718071901783,-33.74222044724542,99.88333143590694,27.85013463806523,765223757649.5962,312.5703306129893,119.57717472896488,3.969448808889979,-110.5569999238712,27.76065676713877,758805865591.5812,808.7933139786214,52.02410213620091,5,1174,27,45.549124382349525,9.83384823129702,0.1258507222059179,5.5704135785433,9,1855,177,17.820012254308715,4.546661109706632,9.371948964941662,5.640380751683269,54,VIN_0,0,Tesla,Model S
14,72.67543144516206,19.258652235109764,65.85662094093647,94.59436298625828,63.14380166487548,88.46969669207027,148.25060544024717,-36.70925838965261,-16.5431882796172,615,0,4.4072244932250175,680,4.779267150332757,-8.040936854777229,-1.2838002623780511,4.792226294356876,-2.7367544655747933,5.735752511657552,-0.0416875815963405,-0.0044579589288161,-0.0796577010888956,-0.022240532055501,0.0734746270893853,0.0849786764981331,-72.66781387069584,-63.17317299356222,25.101911286637723,897616351974.8436,532.7649785198131,282.2782824244276,50.12270855312113,92.90205020085097,12.656111125760766,352537863237.34186,60.24723857727421,84.93559306431268,44,1132,560,29.789103960379705,3.4188115164808357,6.850994665279385,3.458462025300826,10,1320,1295,71.44632648473194,7.7054387814118,6.283584989256505,5.844051906274053,14,VIN_0,0,Tesla,Model S
15,8.57540839003753,-21.185225694880224,59.560867428086496,21.369123705188088,99.27408497656916,97.88493574215894,84.48684592039596,-38.62959566142653,-15.69080794041678,913,1,4.746979118369186,874,1.0021869220011794,-3.73826283088402,-9.320292490224949,-2.840440584570965,3.931170137933076,5.220626208547364,0.0150588144457745,0.0709550174165391,0.0140740514130917,0.0259477739019786,-0.0864076457615503,-0.0073355661445762,-56.665039226796175,16.18891559243133,31.716892093185727,328504514118.1705,59.02965668119642,81.15926710388665,-66.32146983472798,178.9105497190993,47.64345459398911,151396345442.56302,601.7775759031189,189.539627299692,34,21,687,166.9245274381565,8.95443072239202,5.300469049333255,9.158449813586715,16,1688,1238,118.85606425971116,9.129210154345822,5.956812509810372,6.812922470810729,92,VIN_0,0,Tesla,Model S
16,5.442079509369446,42.74891519710886,35.29415714479002,97.5957503074465,12.220246859134598,9.16327668362733,198.4382087701341,45.37001853536557,-26.490462980954128,631,1,8.855670176110017,488,-3.513657185829169,1.7943505548665168,-1.832386918777523,2.6330644859077665,2.300265050743768,4.768004419070337,0.0544722898280698,0.0559234762437131,0.0831533744871101,0.0675777724425437,0.0301063914872337,0.0758599447352606,8.667597697492539,60.77080071995147,2.1580964912756406,33421573653.333782,299.4588055382338,97.47524961553012,-13.804617697543875,-127.6361465134375,20.69856790099619,755052551494.283,180.8164235583272,266.2736750412879,18,61,51,69.95986923457494,6.213414409901103,6.111952831401898,3.2322491728864837,21,1263,1337,149.16824607611295,7.513325094482645,4.38056329167542,1.9890065367380385,98,VIN_0,0,Tesla,Model S
17,22.03272884910408,24.38897596754275,49.45275829254422,54.88363299756004,26.206441670631296,86.80551490345528,143.65067855187635,-35.44287503396322,-29.145641385247785,168,1,0.248850162872209,694,-4.076048268655093,3.9503899430336062,-5.158925786379167,-9.038662513627324,-1.0337302364146232,4.80454732672599,-0.0023137816565947,0.04730205115447,0.0354716926038752,0.0599803004541721,0.0800922814837401,0.0577441090202229,50.704963629609296,17.67468319021708,18.61407503899103,174582253907.03055,56.85934129198811,48.30392104046519,-39.50876493393043,2.599433908030221,44.144356294510615,721222274264.2087,688.4275497382021,149.5473366277644,31,329,447,93.20109417381974,9.968064871110684,9.589095925860398,5.121256574553725,24,15,1840,106.66934725694232,6.0045231151583,3.419985664477813,7.910311279036716,15,VIN_0,0,Tesla,Model S
18,47.40059539945146,32.71514349683588,77.32619678604597,36.31263444072037,89.11577853487665,26.31788465711056,16.653172486712254,-21.35212270970258,9.309049240336591,812,1,-5.826516364490009,272,0.5725173397401022,8.173704932181927,-0.339879577090711,7.024627914032131,-9.68754164065732,2.492380859616832,-0.0043846026997923,0.0036267309198839,-0.043215457298489,-0.0213494211907108,0.035660879010839,0.0428966277163153,-16.71769244066651,-46.48640698397011,25.94110065071716,342566370330.06824,39.45046570846056,182.47252721849264,41.62438562239117,78.55522180854194,49.26559577165454,257278739875.07343,568.6785149989527,215.7622150488509,25,742,618,151.70854053312394,7.970652093451704,3.538095053639215,0.8134145224981892,6,215,514,161.26542590121815,4.4556295174925005,5.475187304188804,9.475780233517256,27,VIN_0,0,Tesla,Model S
19,88.5123101892518,-29.298462958517877,60.63852083567682,1.1045274017100426,3.870132409242366,46.851761795290855,116.85563908292995,12.300042314892202,-28.385870662397625,947,0,-7.694806995402774,292,4.200400314268242,9.549310550684885,7.789513061380632,2.146213296066435,6.56575423504566,1.2792829080183117,-0.0886896531181263,-0.0339457155900673,-0.0626760426453456,-0.0976478532922733,0.031034816039224,0.0188031948919817,-33.63541045288335,-24.55195844841583,37.219667810392096,400546045479.8298,77.55285992065242,190.08491648375863,74.8440993075123,79.61494212781133,49.0985539396063,421088238788.8385,823.885664134356,95.9117797828367,49,1267,1248,159.1483948598983,0.1691319881031194,1.3674499842322885,6.955059435288138,29,787,1543,108.18851616405018,6.44451841863248,5.422604733909698,2.3194060191556987,1,VIN_0,0,Tesla,Model S
20,74.50457828039701,17.45395924323506,96.15281183086697,68.38399381175425,10.75993113978594,15.837498807170014,55.517725363305125,-39.614017840642944,-4.772107250412066,947,0,9.969617301370503,699,8.640220434091237,2.7977460907945826,-0.4852681253662219,9.6561351129699,2.607783966917914,5.977869296745391,-0.0711181287355063,-0.0563063138046317,-0.0924511497048054,-0.0414014821163949,-0.0548127844228755,0.0393159433902761,83.17242682079001,54.699464119758574,43.52578345892737,754093370530.939,708.7716890315876,138.63620039643877,-56.50695110995899,-2.911473002723397,49.661552459563765,775079952657.0015,683.9320668762705,177.03777253895345,27,1391,196,64.54285450446335,9.740671179232056,9.572107962339132,5.856699730894999,42,916,1948,93.27957270128051,2.42281195037972,5.773385583550786,0.9106341230390224,69,VIN_0,0,Tesla,Model S
21,44.39935489681087,32.21994550350138,27.433647399321597,66.35909805663212,44.92360609512394,73.17663849721305,34.00381737842872,19.50015867368116,-29.94370880519565,340,1,-1.7280549328825217,443,6.672834824429053,6.795697868538678,3.599987122869763,-8.244036845670063,-6.6662768292700525,-3.602430256951541,0.0993407156961078,-0.049502171176863,0.0923989905814944,-0.0665445338392177,-0.0885198842690727,0.0647018385819609,83.53318622095031,-23.7985927030752,33.091123528244424,127251011286.29552,983.6505829811388,128.25321438319276,-40.90779467424993,15.409595500659094,16.826107294197314,974300811485.6316,896.5268186519122,207.73959011471143,39,928,1073,135.76237319662835,9.408799498306436,3.951264398383488,2.903146342169609,20,1870,1784,19.27789460785123,8.824135397532052,6.968044852066657,0.1335738039775968,62,VIN_0,0,Tesla,Model S
22,63.636140226784896,11.458622964889216,75.94206096434493,83.09903504420227,24.8600362728062,88.14909923860867,96.47922564321156,27.685082480494486,22.277943180192693,960,0,4.744161470254296,244,1.560471999816393,-9.641999255072095,4.457372082839157,-0.8744343270422377,-6.18670500701521,-8.406523931292494,0.0247042378832747,0.0931939009713937,-0.0954603854543262,0.012239413781959,-0.0913650257585659,-0.0920922178113792,52.9549724570123,121.34949687815168,26.476661349048157,489035862007.1065,616.6287794389829,325.38538699390176,-3.417613620979097,113.25858995247182,7.894352564827867,524939354802.1846,395.2296787132894,136.29604418376218,33,664,1742,146.76162997207834,8.124580336248513,9.523745491053948,5.913629686324274,17,1590,1722,80.27644025859568,1.7429345642913407,9.94997471155963,3.041809754225921,98,VIN_0,0,Tesla,Model S
23,52.61377905158851,-2.3191909375253914,0.5875196990069664,70.11847940319105,73.24413256420664,35.02159220183088,156.31441827160668,6.42242375353316,13.68871676361374,472,1,9.495246697521647,905,-1.660545482102762,5.478461426336006,-2.446862707168867,-4.28823417853031,6.128049056863233,8.419960347024976,0.0257270941990984,0.0107123050464995,-0.0646383490816314,-0.0355647621489431,0.0677647302247081,-0.0390084180290619,82.19630512029059,-55.629447857193455,43.11099402664245,953918294858.9896,244.03860119004773,9.544830218172784,-88.89680039716782,-2.3849544712912234,26.84989772915846,318677362765.42163,844.7097955753059,52.59289446222239,49,150,90,155.39997235317043,8.719913536932648,1.3490116853828926,7.244725953843293,24,966,1184,126.57023623594948,9.577172549955815,2.266716625123225,1.809843676931032,53,VIN_0,0,Tesla,Model S
24,57.45195884657242,33.40478418514823,47.90676941692369,22.679164925384697,96.76007941909047,43.79569425838257,24.990130196341557,45.52652009047357,-12.12783303371468,10,0,6.514528054850359,481,-2.034674947339412,4.822978493494697,3.3346127035144377,-0.6305707627931731,-2.4510347310866765,-6.532030020585669,0.0729821048409444,0.0025893551846491,0.0006319602822373,-0.0261632961732561,0.0554140665901711,0.0658325443832483,59.36447988456467,-42.11011397134786,35.31908564151422,476816445286.3673,864.6721080062024,123.32568958775568,-6.934949933002997,70.2311352039062,39.6657171585915,335910349301.1888,392.7998108805776,252.26018820063143,23,1932,279,65.58210817449914,1.7374510290074308,2.557277603985732,6.846264958493268,31,1454,1060,102.84421822421112,9.249048296794737,7.600241869953152,8.42557290639096,93,VIN_0,0,Tesla,Model S
25,24.51904776030741,5.859745819644608,71.92986184985347,74.02457767582608,40.85750284599713,53.465030480561616,184.4438526895385,37.47879112464695,24.40696096112901,461,1,-4.831792764303184,914,-1.719333214318235,-5.415408701436801,4.566054185458404,-3.0058085085278163,6.622086185262972,-6.841893763128011,-0.0251051332337093,-0.0260635754744198,0.0748856766158339,-0.0241965743724312,-0.0868808397440486,0.0261555694666499,38.01358234711739,122.6635192546264,26.374021144428838,41224724290.62018,902.017190675066,45.37671600256526,36.20380088093148,-166.3322663505086,0.4916956202630052,164655772153.57114,42.2755156934469,191.3203240360114,10,1837,640,146.26527599010467,5.500223325252032,8.973096172188937,8.868779804833363,42,1104,981,141.49429558496743,5.813840777243926,2.8818887177615924,6.681805947251995,59,VIN_0,0,Tesla,Model S
26,73.33786548584995,-11.603107529463117,69.06614268913371,47.78780605890533,55.795661819188894,74.36357635056658,136.50349043395445,-41.31315848246252,-26.87006021909348,523,0,-4.402184653573897,401,-4.937458016808323,3.364701424404327,8.859104588427758,1.1937964159160366,9.401192543959477,-5.416345417386863,0.098344027156713,0.0287339705245348,0.0403147951749408,-0.0954338733875453,-0.0417040616269941,0.0972064672960855,58.83008937757765,156.49238251576242,36.98560953029424,237682286126.29877,969.2656314005536,208.1081858264372,73.86246389211271,-121.9990473725245,32.4479484495963,286809131168.0612,475.98635150869353,218.6367610740865,1,948,834,99.52184964580428,0.5436207625895262,8.322691825720902,8.446718477354676,5,867,382,163.77109253483653,9.363575310100863,5.071904628603685,7.021591400603669,6,VIN_0,0,Tesla,Model S
27,16.08115931083288,-36.82397747580337,69.04712310531154,89.76898728685865,0.6318854197654322,63.99244250026416,54.02540251887247,33.742481803433705,21.75105695862699,300,0,6.2737273842068255,486,7.379466137260117,5.06358031508454,-8.85698570608949,1.940686923593871,8.702694733003984,5.258489873788406,-0.0183253231328921,0.0806523838665318,0.0273432851894089,-0.030130403911314,-0.0507717629142018,-0.0205708789455151,-72.53219520804355,-85.26447324238939,20.80437068953067,912407104781.3672,540.3184450033887,96.0419824831335,-5.268249429205724,-2.271349257842246,5.342025505701437,218638975274.6184,192.6963895231876,133.82869841489662,25,533,805,81.5722253608286,1.972578755286405,4.577281636774353,9.640825595609714,22,1797,1464,5.24478550065981,7.906135743677005,7.24545589518274,0.1942043172128316,51,VIN_0,0,Tesla,Model S
28,89.18570381889218,12.537077235397255,38.40025115044848,2.678409337548404,55.38022792470391,36.9092235855336,140.34233996553826,5.164660923181252,4.515117121344403,14,0,-3.478376760455561,142,2.233694170720294,9.47623922896058,3.8159963733923874,2.8073692938945136,7.289219640953519,-0.1116795180142755,0.0836656678957078,-0.0668903396012093,-0.0315122240531927,-0.0243920746388491,0.0027077773184683,-0.0396586947240338,13.003640192430566,106.010551395137,43.679948612717645,47536981784.43502,417.89138746623087,265.5032747314437,-55.84735778881553,26.766009300622045,22.78252934331836,268914567678.27197,397.021170534464,275.76843701361844,45,1928,59,110.711887473241,5.133532721583336,6.357780354192708,4.3418935332233,13,608,1057,111.2184879126434,0.6825148077251919,7.597669489891425,2.617357890038458,54,VIN_0,0,Tesla,Model S
29,28.1257685839563,28.53236408267844,45.95080537313502,73.60023409368983,98.32095553083016,71.11731401124058,74.73940536553076,-2.653538787345731,28.990152058423703,876,1,-0.3216897084063053,504,-8.696977863252718,-6.1387160882766745,8.475648814599822,-7.9335673825308595,-5.923624900490562,2.4878138367326628,-0.0125224662229011,-0.0007610783827063,0.0754537063721284,0.0380798939065567,-0.0572145810866199,-0.0813003644071686,24.364767156122863,18.053204717536232,30.18943402983392,17733260650.774563,776.400548845788,355.1149503174,65.20177980422193,20.527058556242167,42.24938509792423,405834280222.85657,928.5982693378382,226.74436455053308,9,456,1522,141.09191731826834,0.5409591679505443,5.446908697642766,0.0038769183704323,48,340,1356,183.10546708187164,4.687975951154685,6.751198365118027,2.715458455771075,31,VIN_0,0,Tesla,Model S
30,30.959034187521063,-43.09126963780867,28.918906049020844,43.60381737435867,25.657352370587223,7.777886063239404,184.29969302513896,41.8003035796494,-11.1706855784575,820,1,-7.448943568629982,116,0.2271624690323559,1.9345352163003116,-8.62053294112874,1.77087260010763,-8.05519423725103,8.273935663146162,-0.055505797471674,0.0076942554393139,-0.0509858348915724,-0.0023744852718238,-0.0479246265554008,0.0524180754572237,-46.548786859909896,-94.59929319229408,22.483503184532687,472748552636.7811,776.2163350833624,355.3999950649753,38.11782326510695,-141.75227905644016,11.28677433711658,523568975843.2542,486.3222529969993,228.71555407339625,24,1610,1750,111.72965165084736,8.4083667749364,9.659331672277276,0.0914530751830078,12,447,522,57.4323404010654,0.2929326767843598,8.732277943524831,6.743193371152859,86,VIN_0,0,Tesla,Model S
