Time,speed,steering_angle,wheel_speed_front_left,wheel_speed_front_right,wheel_speed_rear_left,wheel_speed_rear_right,radar_forward_distance,radar_left_distance,radar_relative_speed,radar_address,radar_new_track,raw_can_src,raw_can_address,accelerometer_forward,accelerometer_right,accelerometer_down,gory_forward,gory_right,gory_down,gyro_bias_forward,gyro_bias_right,gyro_bias_down,gyro_uncalibrated_forward,gyro_uncalibrated_right,gyro_uncalibrated_down,live_gnss_qcom_latitude,live_gnss_qcom_longitude,live_gnss_qcom_speed,live_gnss_qcom_utc_timestamp,live_gnss_qcom_altitude,live_gnss_qcom_bearing,live_gnss_ublox_latitude,live_gnss_ublox_longitude,live_gnss_ublox_speed,live_gnss_ublox_utc_timestamp,live_gnss_ublox_altitude,live_gnss_ublox_bearing,raw_gnss_qcom_prn,raw_gnss_qcom_week_of_gps_time_of_reception,raw_gnss_qcom_time_pf_week_of_gps_time_of_reception,raw_gnss_qcom_pseudorange,raw_gnss_qcom_pseudorange_std,raw_gnss_qcom_pseudorange_rate,raw_gnss_qcom_pseudorange_rate_std,raw_gnss_ublox_prn,raw_gnss_ublox_week_of_gps_time_of_reception,raw_gnss_ublox_time_pf_week_of_gps_time_of_reception,raw_gnss_ublox_pseudorange,raw_gnss_ublox_pseudorange_std,raw_gnss_ublox_pseudorange_rate,raw_gnss_ublox_pseudorange_rate_std,route_id,VIN,Country,Vehicle_Make,Vehicle_Model,Autonomy_Level,accident_category
10,89.7285689214313,-40.52600230498343,5.22243004257853,57.69662708330107,76.87461038389387,47.97155845846397,57.056196401458116,46.25028674439436,27.092653832439304,779,1,-8.09917387651341,477,-9.957848458847385,-9.446397075919315,4.637063888429678,-0.16671701544059836,-7.497625451746838,0.8453639508860622,0.018638308153743677,-0.07095526800528817,-0.02383076449938122,-0.0721474799436191,0.04443540189742895,-0.0007595406829933038,36.42097475408292,-102.20732047948923,1.359967593346978,813168695414.899,328.7142253156332,75.22102377858181,39.644850797943775,30.848579403444546,32.75108308209372,499917065769.99255,497.33003772499717,37.82324332723454,31,84,1150,134.30232167391048,7.475070662521306,3.956000068830484,8.060922531909302,25,1152,240,170.14568370752576,7.606126679803825,8.814129002970438,4.58914867068803,49,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
11,43.475114049828576,25.422059670893347,38.48862304005618,30.74587300973912,8.405856843087934,86.27790665827968,90.75230989962063,5.37614497218275,7.327939672005577,675,1,6.017677128740711,179,-6.452496140835673,1.5360313735814035,1.8509118779067109,-3.04232296488202,-4.238850043540323,1.2609756494861237,-0.021393563743498697,0.037520904656663634,-0.08208441351169993,0.0660924448309683,-0.033229270313331075,0.04934783357011674,-88.85966980624369,69.73481292141122,32.37987792518665,293483486914.17926,472.6010115347087,95.17863420703608,67.01131082143709,-113.35363829117514,39.92173847637051,895336900513.6018,737.0243005470843,121.81731435809344,32,285,1830,94.78724446319748,2.912937221101566,3.51831727567141,1.029659801626558,39,853,661,193.32895775338054,4.681727307594143,1.957229536241878,1.0285103401979634,24,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
12,47.842683110331905,5.574447587379126,16.204503238746927,40.38834700100695,3.2745364306413505,13.351496309285372,187.0811808147165,23.32945224544966,-4.5432211763829145,636,0,-1.7158093140978714,539,-7.2949805415423485,1.8076146363593448,-4.3629940092873065,-8.614435965459696,-1.3733545671601526,-7.546187294034672,-0.037782462267449905,-0.08532762329054425,0.07055130990178998,0.013787836281999005,0.03253807731198635,0.058048069643245465,-2.5680619675299425,-160.74113494227237,21.146334673971616,792689627773.4547,648.358401985514,78.90305631496065,33.84018728679976,-114.77054335388297,0.7806998188543801,661982998765.2551,147.0205040135748,69.79134516498154,22,1225,1883,63.03570121393531,7.009973993125703,3.936180381844805,8.209210163032452,24,1820,1104,150.51884643387436,6.7468192690331446,9.486881268510796,9.178748068615121,71,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
13,11.894486569110118,21.472531031684085,32.71284451161378,96.1913113731689,72.35972947967898,97.28499448992372,39.69138539765935,17.89447654920808,-7.948576147413821,883,1,-6.881316201734096,476,-8.864638211211652,-4.1923413053579655,-6.870470433515258,7.661374898093921,-4.0221511132252115,1.7923334823351862,0.0732179605033125,0.05898569870502915,-0.060556759633445756,-0.05088301525426984,-0.04886141149029413,-0.0664919879877552,58.494317234994526,171.10620283486094,37.50535845230098,579204875565.2181,556.1236321627368,307.7757901895786,-2.103608022192944,110.16216828419635,15.072948554505189,43169954225.917534,888.9546394176404,16.836563356285126,28,1652,1473,13.285451847032537,5.618237853004755,1.0418272281137264,9.990869198999485,29,390,1993,33.166005976323866,0.5144349309166552,4.4264857008319165,8.015458632191196,57,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
14,55.105086392037016,21.166731142708926,20.40054147428715,59.4725749416652,47.02057029937432,83.97787872732583,160.7298629524032,-23.70940627192666,8.708314261543272,655,0,7.482636465365843,668,-3.3446179777747336,-9.259377501612413,-6.502728654143752,7.499987779081881,9.781280898823713,-2.846099244910958,-0.028891034985664768,-0.02227449078043861,0.05437178638662418,0.08475745406907828,-0.02129543499109958,0.06334906385890143,-56.20132630808557,-34.07492301306192,34.384200793682545,875463955060.8173,145.77843635006536,50.046483061685976,-74.89595963133885,0.030204828549358353,7.325028865393995,949789040029.5253,407.7160952117166,48.932241992869685,11,1234,1402,35.02473910267041,7.310120396150914,4.103488878697892,9.931351327148471,22,459,667,115.49717206850258,0.7729061997089604,6.750636380835314,1.2187642714099722,6,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
15,58.235304643180676,0.11020985282733875,68.54119959551667,81.19277163598797,76.07128464069099,13.063886922950207,19.185200424747762,37.20017389352435,17.921939767949375,50,0,1.224010404103776,945,-3.6296395146295524,-9.87824088927768,-1.091324573903492,0.27627517777503385,2.9683067522928006,-6.7227133646070225,0.024522815262163336,-0.01471497273514448,0.07135467064682177,-0.025296462865208813,-0.08763078753108905,-0.04162976105255687,11.655390518600129,-47.62326077643459,1.9764492737284811,111116177303.06961,672.3374626558312,95.57577923115635,-88.26637080664885,-179.79121096305187,17.17192715364425,523937652605.55414,882.3253855348179,345.41400508365217,3,460,1941,100.91528091889042,3.8969876404744506,4.712070712159294,2.7546484849962614,50,1901,88,110.13043173527865,2.107869267594793,6.710812524902671,6.7128601405046675,22,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
16,55.97940648870604,-12.050151584243423,47.468908545613765,79.71700035645591,99.22444195458101,24.97418284843037,79.19600303173762,35.96002656217081,4.253412425714799,282,0,-2.562354899195114,346,-3.8346937494046536,8.832362436154838,-0.02173880467472067,7.377613857818023,4.400809226776625,9.208676296183121,-0.006709477024544941,-0.0919003392125894,0.0964964544444866,-0.09571620973105317,0.06275686884777323,-0.05004163393754642,11.660730863146966,-176.19848793238847,47.14875012638181,784642711749.3206,220.35811601936473,328.03643348097415,-77.14008199319412,-27.933790978753706,14.344730844547005,605303447993.9886,826.3492596076067,279.0243833149527,24,1464,613,124.27040451223084,0.7533643892497854,7.429400245947798,3.435956586393558,31,274,1135,140.66797642232575,2.9693441342764872,3.4089866914775477,1.5261621820912985,89,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
17,50.95676020322728,21.529809319692262,60.90539842932184,69.218178568099,35.51100495797397,21.1512907111185,156.5003266933673,-18.725979160429162,14.349284772994068,685,0,-6.5997068915580215,24,-9.183051867155104,-7.495531981551428,7.016703252024723,7.647536026819385,-8.82154981856903,-8.308756545013729,0.021672173930468427,-0.08720950999397946,0.09690202691788616,-0.021109656374947328,-0.09643018912514888,0.09606123480449855,54.78798029489107,-7.539208590280197,41.16800070966233,998605722024.8915,599.513584753942,52.94422578684726,68.78257062153128,-29.427769247352074,5.061591035726237,477380795479.7096,981.4444664669243,188.399920680521,29,831,419,37.36076011315763,2.848782692283034,4.738572887171511,1.6477638544399897,19,869,1595,85.14937203000655,8.364887188675587,7.465011194731669,5.326802918482018,13,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
18,56.118404690493676,30.140244104899608,58.299137200489014,25.40688563620733,76.27328148089877,63.560064906572855,52.251303116571755,38.69683664814244,-6.146564814660817,313,1,-9.441751399069197,224,-5.281679602823209,3.472975465255404,-1.7154510511291559,1.5302032962931236,5.383046851230464,-9.279725725960652,0.0044991592720280416,-0.09917850859360854,-0.019259780006318963,0.06190855531891645,0.04247460721552873,0.06922288696614107,-47.762771175930126,-46.251187677361855,38.926519786416634,443389382013.53876,515.4040887073106,270.32361131952666,-63.8795145255867,35.1576276637297,7.193064816800332,736897266677.995,254.2710434642391,180.33805136899923,23,1550,465,19.924929313450622,5.812997163868046,1.575629452222902,0.48722205928917295,45,577,541,44.87193595331047,3.8501040217820206,1.3637836361878763,4.864762225525171,32,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
19,53.623332403334366,9.98111724227008,1.1032120568225112,13.17823221054628,71.1882988245352,25.37943218289953,177.4010238531212,36.31275627995305,-13.331986499014441,447,0,3.490950533054315,457,-3.144017396165566,-4.410223656867817,-2.8090147896899698,3.067202130298945,-4.96923063652196,1.8593553120555573,0.07411389365018414,0.031180422839546418,-0.09909955823478983,0.028375996508801904,0.0919575788361959,0.025763365508639502,21.11829790197153,70.60895896097423,42.54378583149934,508792504054.5373,36.455951940499666,28.735880682436377,8.428987078667376,153.49787821390248,23.00338217685906,166382548818.8684,763.4686991140177,187.60985869190168,19,309,1844,80.46636234202312,8.539270128864667,7.368279338087981,0.1851723752927481,14,1797,1397,16.371078502896896,5.790197243710792,8.143975404920232,0.8564712655544338,4,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
20,89.05111502788479,-25.096063146855563,70.02044712411495,13.729161292861425,70.81042771548263,97.93335202910909,48.093945343989475,-43.84880011379879,16.57401813321931,922,0,-3.4667430445768854,533,5.52315884503048,9.855613783478933,-0.9401507524843389,-2.2458978409395103,4.258671834825629,-9.09091668553867,-0.07614855866677431,0.0919243950748859,0.0664270303566567,-0.04286311541822041,-0.09084146374574016,0.08880246831934979,54.74719635560305,131.06115171275167,0.3578941740695396,667869445580.9728,92.59787169468314,179.6780479514472,5.620087502366033,-120.65602874146137,18.66930431676047,67425988188.506615,782.6231719758815,281.77135687012196,10,1083,1658,61.361468875297476,7.677359582543826,5.538356550179869,3.5335008824503444,42,599,1106,24.12042526122047,3.2078635949096346,8.711780754260431,7.712767505081448,93,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
21,22.28358594610581,-19.272843501384205,80.7411913539301,84.02134565048081,23.795997541698465,53.730566749339125,99.84253821803205,18.984993877234558,-4.675027377162767,598,0,-0.3683910118106226,261,9.37528454650209,-5.620685946241175,0.599557111324561,8.411034464055177,-0.5176221206551901,-4.166713871575409,0.005139476490211653,0.02165926115324175,0.09161221428047953,0.019817014335121355,-0.09991620660714672,-0.037105169630195264,-85.02615857493075,74.55695490853236,10.724438884747201,398650707523.32983,451.4196863366802,5.781716215278827,-49.15293200825855,110.43755720300464,8.37719705055972,297345149854.30896,663.1279590603799,63.5881448994856,19,1850,20,8.628471764017531,1.0475117589602512,1.6192633670033485,2.9832933718940193,7,907,1312,158.46255535001075,2.9562890184345525,3.918188966169546,5.101957639523303,77,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
22,42.66465099616066,-23.415642623221416,88.82655746179734,25.498457279606335,16.5685649411458,94.92139098255036,68.96855968043467,-41.123439323914184,-14.106444846945392,107,1,-2.146332472244814,58,8.654534042352896,6.768159535230108,1.1276063343215945,1.0457917944230761,2.7171653473022683,-6.526738645846586,0.03349529593939449,-0.021871031170213204,0.025375771279281173,0.06601139821261179,-0.06619849707369097,-0.023615372242453248,83.43836663960164,148.39931638609232,9.715116204169332,355738438620.2117,343.68181947258546,15.441123622866781,26.872255809456462,-22.045294711942972,15.000637781906978,201878694433.65796,208.72504760438804,229.57944011719482,4,1271,189,138.15057109280542,7.9139224689032925,9.986757016831495,9.557833797108357,26,1533,1848,155.0854023380335,0.9242521685436089,8.80071696599784,5.334715148212693,60,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
23,87.08356782704428,-23.173802615775003,21.339773488710524,30.153722878394817,3.122456551586783,25.254986954295,81.02923614351806,44.28772689336719,-24.592972001396518,704,1,9.52324675969249,715,-9.735461003326344,-9.719158457517217,8.413340121034881,-5.9638995733915,-9.911641327059673,8.694685460400756,0.025198083990469522,-0.03494263826292654,0.03753863808477775,0.09296655248561914,-0.07080952493052946,0.0275228571266376,89.08558681869405,26.29072533767237,29.259520701931713,332922183676.68317,648.2537698636539,111.48687374812373,-6.410734654110939,160.32688709459302,26.929055785237516,868805932470.3822,440.4318515793347,186.28611183937306,38,1056,116,41.19923399666669,1.5683300849897042,0.32027838064567327,1.5201846905740402,43,175,1743,109.85906572619729,1.9748863416502527,6.3661300616089935,9.485696460920739,62,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
24,74.99030768236739,31.310785018540287,44.911055934439446,50.342727875325764,58.89903174025748,30.354232425170345,138.4250014458262,21.478104319411443,29.055765639491156,46,0,-0.02091988290211333,104,9.529580158753753,0.8506242597073488,2.074064147357076,1.148053161882876,-1.654400406378258,9.997036432213989,-0.009711038051518225,0.0030591175686547067,0.006080388470705134,0.038704062532172345,0.0063406688869139805,0.08239339218324176,39.040130878644675,46.865324668612374,35.81410758540388,154566223679.2834,843.6900258463163,247.5152284014115,-33.042368896948666,-5.7943828786983715,12.744934999350182,347978857392.4519,33.7878449210286,197.8342618083592,20,726,1616,166.42004816917665,7.9064843847900645,8.36162062804707,1.219402328581095,10,1567,1551,187.20432336933771,0.21203424159154216,1.340905342494152,1.2042618335293132,59,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
25,9.242991274896085,-27.38907781130976,21.804365470812016,14.237652001907641,93.72566368628532,26.548327409222004,92.96588508183603,45.73443949299852,-26.96446850514195,739,1,3.6576253359347444,185,5.60460589306145,5.010130818403049,9.137365025101573,-9.916135129651508,-1.9083156435327489,9.086984291522974,0.04361426105624422,-0.0012928907766081854,0.056390741295100716,0.0338995891015858,-0.07196337524956764,-0.06251942563190796,-79.80592852065794,-97.1829209811095,38.96598257161054,887587390289.5414,202.81953501976747,40.636945307350345,-22.583599272299992,101.28047508175536,4.999759036002721,847472800561.2208,84.82475441990012,196.10934748023547,11,908,699,32.286461461636605,7.639029617524842,4.72942073910092,1.627753888064436,49,308,1423,25.51205326303283,8.615196975896906,1.3052582689019865,0.38637857296631717,41,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
26,58.899480291381636,-11.453929852182121,37.65262036640319,31.268142149906343,69.8720731598339,51.38734446239833,171.62771727468953,-5.004281066486307,-5.021370072657518,332,1,0.9652990921683564,510,-9.66664032177794,-7.887638163205026,5.853651401317009,-1.1686607867984868,1.9795712091936135,8.977602424631709,0.09545095552199825,-0.017408258663365192,0.05898021321749122,-0.07927647694974436,-0.08848279883874957,-0.04241349638490915,-24.07811414483021,-28.91055856847703,44.38909192226905,781721575362.2399,672.3527841186219,51.745122608881914,59.01596895916444,-155.8067204032414,3.384482080181772,897868270512.0555,877.017355013469,201.7212463600232,44,1273,1231,8.765586988265127,0.21653279560647332,7.917832261280198,7.6375287183945195,12,890,1720,91.37884594999583,4.803812640606029,7.432013670567194,6.652219772126106,83,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
27,92.1521381295813,33.71778897862386,19.35602162360923,99.4994754938094,57.77662380413664,66.04784099391102,70.24988554196838,1.7747740703442076,-23.342361295118785,969,1,0.34343955638027346,323,5.625776047432389,-3.0211571846940144,-4.452546541404971,4.52360876498803,2.2233389404172463,0.8776872855882463,-0.05865251494614659,0.048408023671695555,0.09520857315649342,0.08567870461041635,0.08203232577430139,-0.09834454590465476,-20.534324339770734,55.97732157330324,8.052562890449021,693710122440.3733,352.13605694260684,25.96877100938807,37.502806079733645,-151.39409229484374,36.525020957114315,37469398101.380066,587.7839455682139,341.49408650504625,29,695,106,98.98619772383404,0.624775553225031,3.2952211628192964,8.06170146431419,27,1265,91,91.57054017114545,2.589627093069632,1.2608325757957384,5.888970819201891,40,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
28,49.658995016540686,31.591290613643963,48.24215121369681,21.24237746805706,55.80344095001748,92.76380697301565,61.07851072015236,28.634255982362617,12.25694294600472,29,0,-9.536943203862073,825,-3.7312565031799156,3.8371847154990224,-9.690099670552986,-3.681494710879556,-6.694311239063806,2.8213622967548186,0.04152631400340889,-0.08379953550195135,0.06103122975560232,0.07238483138805396,-0.09282507120345283,0.023392831794848773,-36.424646410132596,-58.71386997033768,6.024972882902785,90582865071.65903,165.34265862026808,39.52514470251108,-2.7771639151306147,-73.30202414457698,29.508296454053646,538706304476.8123,717.6699836324639,295.25878797825544,33,1586,1961,116.90119543282636,1.7639056546161358,9.365726351381019,9.202879323662966,1,354,944,41.9382911494051,6.275496450640732,0.45079277645757476,2.6643425488874573,79,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
29,21.68485089744174,11.343516932411404,9.033874970109812,90.95980910958441,11.957505162031723,96.20854217369018,72.04418095520874,3.756849679654593,27.265100804619095,497,0,3.6760164796392214,114,-5.824663441311088,-8.726328769364466,-0.1391601506449387,8.238485364575265,9.81156565236082,6.573882057923164,-0.043424070954627816,0.05580082408962514,0.0018430544804075855,-0.014152777375588399,0.09901711544796463,-0.04668131428115388,-27.66924595855859,164.06896058529287,22.78212729529045,958551250826.722,776.9630535272687,150.52388723138912,25.7645244747401,-132.91139945839632,47.51481974969226,20022517737.162216,948.9013190653827,346.31922765176523,37,1623,1818,63.0811018184871,9.838569888088482,2.287753755860149,1.1796725075472136,0,1835,513,84.87756951284098,6.920265085249787,6.813616084976836,2.123857532505511,92,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
